address_id,streetaddress,xcoord,ycoord,latitude,longitude,city,state,zipcode,maraddressrepositoryid,ward
5217,3619 20TH STREET NE,402082.36,140781.99,38.93492036,-76.97598239,WASHINGTON,DC,20018,32676,5
5218,6915 8TH STREET NW,397902.81,145176.64,38.97450849,-77.02420209,WASHINGTON,DC,20012,250921,4
5219,3221 MASSACHUSETTS AVENUE SE,403442.82,134377.6,38.87722311,-76.96032317,WASHINGTON,DC,20019,38192,7
5220,112 ADAMS STREET NW,398899.23,139129.51,38.92003608,-77.01269345,WASHINGTON,DC,20001,227937,5
5221,1333 JONQUIL STREET NW,397296.79,146245.04,38.98413122,-77.03119992,WASHINGTON,DC,20012,257136,4
5222,3426 23RD STREET SE,402493.99,131030.06,38.84707027,-76.97127012,WASHINGTON,DC,20020,34568,8
5223,243 11TH STREET SE,400712.75,135402.66,38.8864637,-76.99178484,WASHINGTON,DC,20003,47138,6
5224,409 ELM STREET NW,398440.71,138843.3,38.91745711,-77.0179802,WASHINGTON,DC,20001,229571,1
5225,927 DELAFIELD PLACE NW,397709.21,142365.81,38.94918734,-77.02642689,WASHINGTON,DC,20011,252097,4
5226,3100 - 3105 BLOCK OF WACLARK PLACE SE,399830.30409379,130662.71654169,38.84376427,-77.00195475,WASHINGTON,DC,20032,811103,8
5227,23RD STREET NW AND I STREET NW,395651.71541792,136984.08692284,38.90069897,-77.05012836,WASHINGTON,DC,20037,901055,2
5228,818 DELAFIELD STREET NE,400503.28,142396.54,38.94946701,-76.99419406,WASHINGTON,DC,20017,80511,5
5229,1637 D STREET NE,401651.57,136306.52,38.89460474,-76.98096182,WASHINGTON,DC,20002,58785,7
5230,543 4TH STREET SE,399931.36,134865.04,38.88162089,-77.00079109,WASHINGTON,DC,20003,8816,6
5231,1312 D STREET SE,401059.86,135160.51,38.88428197,-76.98778442,WASHINGTON,DC,20003,68394,6
5232,3200 - 3299 BLOCK OF BROTHERS PLACE SE,399893.50402985,130650.37858968,38.84365313,-77.00122674,WASHINGTON,DC,20032,802291,8
5233,713 HAMILTON STREET NW,398033.31,142814.44,38.95322951,-77.02268931,WASHINGTON,DC,20011,250190,4
5234,2329 14TH STREET NE,401428.39,139229.76,38.92093869,-76.98352841,WASHINGTON,DC,20018,48400,5
5235,918 7TH STREET NE,400311.86,137116.81,38.90190562,-76.99640472,WASHINGTON,DC,20002,82420,6
5236,431 15TH STREET NE,401439.7,136419.98,38.8956272,-76.98340388,WASHINGTON,DC,20002,23720,7
5237,3014 VISTA STREET NE,403076.15,140172.06,38.929423,-76.96452292,WASHINGTON,DC,20018,41906,5
5238,5700  - 5717 BLOCK OF 5TH STREET NW,398275.44,143465.050007,38.95909055,-77.01989754,WASHINGTON,DC,20011,810669,4
5239,3300 - 3399 BLOCK OF BROTHERS PLACE SE,399695.58226966,130571.3148136,38.84294084,-77.00350658,WASHINGTON,DC,20032,813768,8
5240,920 7TH STREET NE,400309.53,137121.64,38.90194913,-76.99643158,WASHINGTON,DC,20002,82506,6
5241,2200 - 2299 BLOCK OF 40TH STREET NW,393168.66,139120.380007,38.91992763,-77.07877502,WASHINGTON,DC,20007,801839,3
5242,5718  - 5799 BLOCK OF 5TH STREET NW,398275.39999999,143544.540007,38.95980662,-77.0198982,WASHINGTON,DC,20011,814109,4
5243,6636 BLAIR ROAD NW,398643.32,144754.71,38.97070911,-77.01565559,WASHINGTON,DC,20012,245114,4
5244,19 BASS CIRCLE SE,405650.33,135426.02,38.88665626,-76.93487408,WASHINGTON,DC,20019,286516,7
5245,3948 BURNS PLACE SE,404405.42,135522.66,38.88753395,-76.94922234,WASHINGTON,DC,20019,298061,7
5246,3112 18TH STREET NW,396394.82,140251.98,38.93014094,-77.04157878,WASHINGTON,DC,20010,236571,1
5247,3601 28TH STREET NE,402781.62,140711.22,38.9342809,-76.96791753,WASHINGTON,DC,20018,33099,5
5248,3301 C STREET SE,403514.1,135331.24,38.88581358,-76.95949683,WASHINGTON,DC,20019,36956,7
5249,4620 BASS PLACE SE,405660.32,135489.22,38.88722553,-76.93475842,WASHINGTON,DC,20019,18901,7
5250,1346 LEEGATE ROAD NW,397206.13,146477.13,38.98622165,-77.03224725,WASHINGTON,DC,20012,259554,4
5251,2200 40TH STREET NW,393144.2,139055.53,38.91934359,-77.07905643,WASHINGTON,DC,20007,270818,3
5252,3008 DOUGLAS STREET NE,402944.2,139526.91,38.92361174,-76.96604746,WASHINGTON,DC,20018,42326,5
5253,1106 E STREET SE,400768.07,135020.78,38.88302353,-76.99114765,WASHINGTON,DC,20003,74318,6
5254,3211 NEWARK STREET NW,394441.35,140783.02,38.93491452,-77.06411257,WASHINGTON,DC,20008,221042,3
5255,25 GIRARD STREET NE,399343.16,139773.73,38.92583986,-77.00757492,WASHINGTON,DC,20002,46639,5
5256,1249 KEARNY STREET NE,400946.99,140287.43,38.93046717,-76.98907825,WASHINGTON,DC,20017,69765,5
5257,1444 E STREET SE,401387.77,135020.62,38.88302133,-76.98400533,WASHINGTON,DC,20003,63174,6
5258,14 BATES STREET NW,399157.13,138040.11,38.91022268,-77.00971816,WASHINGTON,DC,20001,236859,5
5259,1125 INDEPENDENCE AVENUE SE,400818.28,135507.8,38.88741075,-76.99056837,WASHINGTON,DC,20003,73414,6
5260,1113 CONSTITUTION AVENUE NE,400795.94,135998.43,38.89183054,-76.9908253,WASHINGTON,DC,20002,73974,6
5261,1508 VARNUM STREET NW,396980.71,141650.02,38.9427371,-77.03482782,WASHINGTON,DC,20011,259209,4
5262,613 GRESHAM PLACE NW,398091.92,139901.85,38.92699218,-77.02200504,WASHINGTON,DC,20001,229516,1
5263,1325 W STREET SE,401126.09,132934.08,38.86422498,-76.98702472,WASHINGTON,DC,20020,67380,8
5264,1302 FARRAGUT STREET NW,397388.18,142524.95,38.95062002,-77.03013095,WASHINGTON,DC,20011,255097,4
5265,4014 MARLBORO PLACE NW,398580.32,141404.28,38.94052745,-77.01637565,WASHINGTON,DC,20011,244205,4
5266,1516 MISSISSIPPI AVENUE SE,401634.12,130521.81,38.84249375,-76.98117672,WASHINGTON,DC,20032,306891,8
5267,506 RITTENHOUSE STREET NW,398236.14,144095.41,38.96476925,-77.0203526,WASHINGTON,DC,20011,246292,4
5268,4930 EADS PLACE NE,405943.01,136440.36,38.89579188,-76.93149187,WASHINGTON,DC,20019,152243,7
5269,1145 5TH STREET NE,400064.9,137452.58,38.90493041,-76.99925177,WASHINGTON,DC,20002,72993,6
5270,4901 FITCH PLACE NE,405813.09,136467.03,38.89603301,-76.9329893,WASHINGTON,DC,20019,16557,7
5271,2414 JAMES BANKS ROAD SE,401275.49,132006.62,38.85586983,-76.985305,WASHINGTON,DC,20020,317257,8
5272,2412 JAMES BANKS ROAD SE,401272.36,132012.23,38.85592037,-76.98534105,WASHINGTON,DC,20020,317256,8
5273,503 49TH PLACE NE,405914.05,136438.43,38.89577469,-76.93182572,WASHINGTON,DC,20019,14673,7
5274,1332 D STREET NE,401126.35,136346.08,38.89496194,-76.98701614,WASHINGTON,DC,20002,67075,6
5275,1641 NEWTON STREET NW,396710.06,140686.53,38.93405673,-77.03794518,WASHINGTON,DC,20010,234082,1
5276,1317 1ST STREET NW,398966.15,137774.1,38.90782617,-77.01191973,WASHINGTON,DC,20001,237020,5
5277,1307 EUCLID STREET NW,397386.92,139568.61,38.92398843,-77.03013422,WASHINGTON,DC,20009,231646,1
5278,412 QUACKENBOS STREET NE,399950.24,144003.74,38.96394523,-77.00057416,WASHINGTON,DC,20011,26388,4
5279,4200 - 4235 BLOCK OF MEADE STREET NE,404975.14496256,137530.70269206,38.90561976,-76.94264105,WASHINGTON,DC,20019,801057,7
5280,1860 REDWOOD TERRACE NW,396306.93,146760.14,38.98876774,-77.04262747,WASHINGTON,DC,20012,258099,4
5281,7800 MORNINGSIDE DRIVE NW,397189.0,146258.44,38.98425159,-77.03244407,WASHINGTON,DC,20012,257168,4
5282,702 MARYLAND AVENUE NE,400355.44,136393.05,38.89538572,-76.99590268,WASHINGTON,DC,20002,92,6
5283,1735 HOLLY STREET NW,396661.41,145979.2,38.98173429,-77.03853206,WASHINGTON,DC,20012,256380,4
5284,1214 DECATUR STREET NW,397550.08,142241.56,38.94806763,-77.02826219,WASHINGTON,DC,20011,252796,4
5285,800 H R DRIVE SE,400609.02,129156.84,38.83019845,-76.99298596,WASHINGTON,DC,20032,278599,8
5286,4245 MATHEWSON DRIVE NW,396083.49,141629.16,38.94254565,-77.04517723,WASHINGTON,DC,20011,258437,4
5287,4801 CONNECTICUT AVENUE NW,394136.94,142725.91,38.95241431,-77.06764019,WASHINGTON,DC,20008,220536,3
5288,311 SOUTH CAROLINA AVENUE SE,399873.02,134926.47,38.88217427,-77.00146348,WASHINGTON,DC,20003,40324,6
5289,1363 ADAMS STREET NE,401372.13,139107.8,38.91984012,-76.98417742,WASHINGTON,DC,20018,65846,5
5290,426 OAKWOOD STREET SE,399786.24,131026.15,38.84703856,-77.00246244,WASHINGTON,DC,20032,24349,8
5291,821 Q STREET NW,397937.01,138159.89,38.91129968,-77.02378631,WASHINGTON,DC,20001,309534,2
5292,2700 - 2799 BLOCK OF 5TH STREET NW,398226.94,139932.060007,38.92726427,-77.02044799,WASHINGTON,DC,20059,809515,1
5293,7TH STREET NE AND F STREET NE,400332.27999826,136609.24701849,38.89733297,-76.99616956,WASHINGTON,DC,20002,906117,6
5294,1339 NEWTON STREET NE,401113.29,140623.84,38.93349745,-76.98715975,WASHINGTON,DC,20017,66736,5
5295,633 M STREET NE,400233.65,137510.16,38.90544908,-76.99730623,WASHINGTON,DC,20002,2627,6
5296,1606 D STREET SE,401573.29,135160.09,38.88427741,-76.98186681,WASHINGTON,DC,20003,60111,7
5297,820 E STREET SE,400521.24,135003.26,38.88286588,-76.99399249,WASHINGTON,DC,20003,80633,6
5298,1916 D STREET NE,402025.81,136346.1,38.89496051,-76.97664772,WASHINGTON,DC,20002,54054,7
5299,500  - 520 BLOCK OF MADISON STREET NW,398221.07,143426.330007,38.95874164,-77.02052475,WASHINGTON,DC,20011,814225,4
5300,521  - 699 BLOCK OF MADISON STREET NW,398130.35,143404.04000701,38.95854066,-77.02157139,WASHINGTON,DC,20011,809134,4
5301,5432 CALL PLACE SE,406701.76,135100.53,38.88371674,-76.92275844,WASHINGTON,DC,20019,8853,7
5302,1207 HAMILTON STREET NW,397557.66,142800.81,38.95310553,-77.02817674,WASHINGTON,DC,20011,252949,4
5303,604 5TH STREET NE,400026.73,136630.68,38.89752644,-76.99969186,WASHINGTON,DC,20002,5335,6
5304,2725 WOODLEY PLACE NW,395531.91,139807.79,38.92613557,-77.05152788,WASHINGTON,DC,20008,219170,3
5305,416 F STREET NE,400007.94,136632.42,38.89754212,-76.99990847,WASHINGTON,DC,20002,26116,6
5306,412 F STREET NE,399997.75,136632.41,38.89754203,-77.00002594,WASHINGTON,DC,20002,26591,6
5307,1415 T STREET NW,397156.17,138657.88,38.91578357,-77.03279148,WASHINGTON,DC,20009,239989,2
5308,543 KENYON STREET NW,398169.42,140267.22,38.93028371,-77.02111224,WASHINGTON,DC,20010,229155,1
5309,3729 9TH STREET NW,397822.16,141003.4,38.93691465,-77.02511956,WASHINGTON,DC,20010,224809,4
5310,1901 VERMONT AVENUE NW,397764.44,138652.15,38.91573371,-77.02577765,WASHINGTON,DC,20001,239483,1
5311,404 M STREET NE,399978.88,137550.6,38.90581341,-77.0002435,WASHINGTON,DC,20002,27429,6
5312,24 Q STREET NW,399098.23,138118.22,38.91092627,-77.01039737,WASHINGTON,DC,20001,236783,5
5313,1512 14TH STREET NW,397206.64,138030.54,38.91013244,-77.03220697,WASHINGTON,DC,20005,302006,2
5314,466 EASTERN AVENUE NE,407560.55,136388.48,38.89531211,-76.91284624,WASHINGTON,DC,20019,310686,7
5315,229 F STREET NE,399780.56,136586.28,38.89712645,-77.00252964,WASHINGTON,DC,20002,49067,6
5316,4025 19TH STREET NE,401905.49,141250.49,38.93914114,-76.97802108,WASHINGTON,DC,20018,27641,5
5317,1237 RANDOLPH STREET NE,400974.7,141135.7,38.93810827,-76.98875746,WASHINGTON,DC,20017,70214,5
5318,3RD STREET NE AND F STREET NE,399823.19999778,136609.54701849,38.89733572,-77.00203811,WASHINGTON,DC,20002,903731,6
5319,928 10TH STREET NE,400619.96,137136.72,38.90208448,-76.99285277,WASHINGTON,DC,20002,82729,6
5320,3700 ELY PLACE SE,404253.68,135070.6,38.88346237,-76.95097412,WASHINGTON,DC,20019,155820,7
5321,121 9TH STREET NE,400560.38,135989.28,38.8917483,-76.99354058,WASHINGTON,DC,20002,71791,6
5322,1612 OLIVE STREET NE,405765.08,138115.36,38.91088206,-76.9335289,WASHINGTON,DC,20019,59989,7
5323,400 - 499 BLOCK OF 3RD STREET NW,398683.38,136401.600007,38.89546149,-77.01517728,WASHINGTON,DC,20001,806961,6
5324,800 JEFFERSON STREET NE,400529.42,143181.36,38.95653686,-76.9938919,WASHINGTON,DC,20011,79570,5
5325,19TH STREET SE AND MINNESOTA AVENUE SE,401964.57001578,133593.2769997,38.87016182,-76.97736153,WASHINGTON,DC,20020,903246,8
5326,3847 RODMAN STREET NW,393355.3,141270.65,38.93929969,-77.07664362,WASHINGTON,DC,20016,223299,3
5327,200 P STREET NW,398808.24,137952.08,38.90942927,-77.01374066,WASHINGTON,DC,20001,238252,5
5328,1326 - 1399 BLOCK OF BRYANT STREET NE,401165.19999999,139245.530007,38.9210808,-76.98656338,WASHINGTON,DC,20018,804354,5
5329,207 RHODE ISLAND AVENUE NE,399727.6,138971.79,38.91861593,-77.0031411,WASHINGTON,DC,20002,52104,5
5330,F STREET NW AND F STREET NW,398945.30996029,136609.70699102,38.89733655,-77.01215822,WASHINGTON,DC,20001,911746,6
5331,417 16TH STREET SE,401522.43,135086.95,38.88361863,-76.98245316,WASHINGTON,DC,20003,25924,7
5332,2506 CLIFFBOURNE PLACE NW,396105.55,139428.24,38.92271919,-77.04491028,WASHINGTON,DC,20009,235316,1
5333,622 CHESAPEAKE STREET SE,400209.07,129071.06,38.82942623,-76.99759218,WASHINGTON,DC,20032,3503,8
5334,2401 SHANNON PLACE SE,400590.72,132866.92,38.86362083,-76.99319354,WASHINGTON,DC,20020,47891,8
5335,5506 NORTH CAPITOL STREET NW,399188.11,143232.81,38.95700012,-77.00936711,WASHINGTON,DC,20011,245820,4
5336,5228 CLOUD PLACE NE,406453.59,136295.94,38.89448696,-76.92560751,WASHINGTON,DC,20019,311465,7
5337,4911 14TH STREET NW,397127.08,142514.08,38.95052129,-77.03314305,WASHINGTON,DC,20011,255104,4
5338,1632 TRINIDAD AVENUE NE,401379.51,137664.25,38.90683613,-76.98409522,WASHINGTON,DC,20002,58876,5
5339,3400 - 3489 BLOCK OF 15TH STREET SE,401448.31999999,130622.400007,38.8433999,-76.98331672,WASHINGTON,DC,20032,815564,8
5340,4900  - 4999 BLOCK OF 14TH STREET NW,397102.46,142498.730007,38.9503826,-77.03342701,WASHINGTON,DC,20011,809945,4
5341,401 16TH STREET SE,401522.19,135124.36,38.88395563,-76.98245585,WASHINGTON,DC,20003,28129,7
5342,1235 LINDEN PLACE NE,400962.84,136839.95,38.8994111,-76.98890029,WASHINGTON,DC,20002,70349,6
5343,3831 ARGYLE TERRACE NW,396202.43,141192.26,38.93861045,-77.04380283,WASHINGTON,DC,20011,258203,4
5344,3532 6TH STREET NW,398075.5,140634.76,38.93359442,-77.02219646,WASHINGTON,DC,20010,226331,1
5345,1539 E STREET SE,401521.06,134977.07,38.88262879,-76.9824692,WASHINGTON,DC,20003,60806,7
5346,3606 16TH STREET NW,396812.08,140838.6,38.935427,-77.03676922,WASHINGTON,DC,20010,234117,1
5347,1428 F STREET NE,401352.02,136631.63,38.89753396,-76.98441419,WASHINGTON,DC,20002,63686,6
5348,613 14TH PLACE NE,401354.37,136671.1,38.89788952,-76.98438702,WASHINGTON,DC,20002,4574,6
5349,503 KENTUCKY AVENUE SE,401336.91,134974.04,38.8826018,-76.9845916,WASHINGTON,DC,20003,14697,6
5350,5058 JUST STREET NE,406204.49,137222.31,38.90283416,-76.92847059,WASHINGTON,DC,20019,14132,7
5351,2448 MASSACHUSETTS AVENUE NW,395284.38,138500.35,38.91435643,-77.05437352,WASHINGTON,DC,20008,218870,2
5352,5439 41ST STREET NW,393064.08,143869.08,38.9627048,-77.08002898,WASHINGTON,DC,20015,264854,3
5353,1112 5TH STREET NW,398337.35,137439.88,38.9048141,-77.01916864,WASHINGTON,DC,20001,319680,2
5354,2223 16TH STREET NE,401660.9,139106.83,38.91983089,-76.9808475,WASHINGTON,DC,20018,50079,5
5355,1630 U STREET SE,401653.86,133052.82,38.86529414,-76.98094325,WASHINGTON,DC,20020,59035,8
5356,1735 15TH STREET NE,401652.99,138319.19,38.91273558,-76.98094061,WASHINGTON,DC,20002,301203,5
5357,4216 VAN NESS STREET NW,392817.65,141675.43,38.94294183,-77.0828494,WASHINGTON,DC,20016,266216,3
5358,505 KENTUCKY AVENUE SE,401339.68,134969.66,38.88256233,-76.98455968,WASHINGTON,DC,20003,14238,6
5359,1521 33RD STREET NW,394283.11,137955.21,38.90943969,-77.06591414,WASHINGTON,DC,20007,272601,2
5360,5525 39TH STREET NW,393336.25,144059.49,38.96442216,-77.07689044,WASHINGTON,DC,20015,263847,3
5361,722 H STREET NE,400417.75,136949.44,38.90039785,-76.99518407,WASHINGTON,DC,20002,149093,6
5362,218 S STREET NE,399762.68,138491.68,38.91429095,-77.00273642,WASHINGTON,DC,20002,50779,5
5363,2815 O STREET SE,402864.33,133878.4,38.87272819,-76.96699207,WASHINGTON,DC,20020,156213,7
5364,1745 NORTH CAPITOL STREET NE,399244.22,138452.7,38.91393951,-77.00871448,WASHINGTON,DC,20002,56456,5
5365,5112 CONNECTICUT AVENUE NW,393839.76,143164.2,38.95636084,-77.0710726,WASHINGTON,DC,20008,264371,3
5366,625 12TH STREET NE,400870.23,136714.73,38.89828317,-76.98996806,WASHINGTON,DC,20002,3316,6
5367,2408 MINNESOTA AVENUE SE,402422.8,133921.98,38.8731221,-76.97208001,WASHINGTON,DC,20020,47556,7
5368,1325 ALLISON STREET NE,401085.97,141905.84,38.94504612,-76.98747282,WASHINGTON,DC,20017,67564,5
5369,906 DECATUR STREET NW,397753.11,142245.31,38.94810196,-77.02592006,WASHINGTON,DC,20011,252124,4
5370,27 19TH STREET SE,401952.66,135681.78,38.88897623,-76.97749284,WASHINGTON,DC,20003,45575,7
5371,1400 IRVING STREET NW,397084.72,140072.09,38.92852299,-77.03362135,WASHINGTON,DC,20010,302718,1
5372,3201 WARDER STREET NW,398294.86,140283.63,38.93043179,-77.01966557,WASHINGTON,DC,20010,229121,1
5373,114 55TH STREET SE,406775.24,135452.32,38.88688524,-76.92190807,WASHINGTON,DC,20019,73118,7
5374,8TH STREET SE AND D STREET SE,400437.31999835,135196.23700118,38.884604,-76.99495958,WASHINGTON,DC,20003,903006,6
5375,419 QUACKENBOS STREET NE,399965.43,143962.89,38.96357691,-77.00039889,WASHINGTON,DC,20011,25865,4
5376,4814 BASS PLACE SE,405761.17,135429.17,38.88668392,-76.93359651,WASHINGTON,DC,20019,17229,7
5377,500  - 699 BLOCK OF KENNEDY STREET NW,398171.13,143167.790007,38.95641254,-77.02110025,WASHINGTON,DC,20011,808391,4
5378,1200 - 1299 BLOCK OF MAPLE VIEW PLACE SE,400866.07318275,132842.58166372,38.86340102,-76.99002086,WASHINGTON,DC,20020,801590,8
5379,409 8TH STREET SE,400406.07,135059.22,38.88337005,-76.99531984,WASHINGTON,DC,20003,27142,6
5380,2700 F STREET NW,395169.0,136440.92,38.89580341,-77.05568943,WASHINGTON,DC,20566,293227,2
5381,P STREET NW AND 18TH STREET NW,396385.81250659,137976.63076376,38.90964348,-77.04167069,WASHINGTON,DC,20036,902895,2
5382,721 15TH STREET SE,401396.33,134712.69,38.88024736,-76.98390729,WASHINGTON,DC,20003,77701,6
5383,423 8TH STREET SE,400410.52,135021.4,38.88302935,-76.99526857,WASHINGTON,DC,20003,24779,6
5384,5010 8TH STREET NE,400428.23,142501.45,38.95041211,-76.99505979,WASHINGTON,DC,20017,15284,5
5385,429 8TH STREET SE,400410.04,135004.62,38.88287819,-76.99527411,WASHINGTON,DC,20003,24286,6
5386,1959 3RD STREET NW,398636.77,138835.86,38.91739041,-77.01571941,WASHINGTON,DC,20001,229711,1
5387,1915 13TH STREET NW,397454.45,138705.91,38.91621715,-77.02935226,WASHINGTON,DC,20009,279467,1
5388,503 8TH STREET SE,400410.64,134964.75,38.88251903,-76.99526722,WASHINGTON,DC,20003,14679,6
5389,724 15TH STREET SE,401436.93,134710.3,38.88022577,-76.98343938,WASHINGTON,DC,20003,77903,6
5390,3101 RHODE ISLAND AVENUE NE,403100.17,140725.25,38.93440622,-76.9642434,WASHINGTON,DC,20018,287515,5
5391,1128 FLORIDA AVENUE NE,400819.06,137251.96,38.90312278,-76.9905573,WASHINGTON,DC,20002,73281,5
5392,610 LONGFELLOW STREET NW,398153.56,143265.98,38.95729736,-77.02130323,WASHINGTON,DC,20011,246729,4
5393,531 8TH STREET SE,400405.31,134889.14,38.88183791,-76.9953287,WASHINGTON,DC,20003,10554,6
5394,2009 18TH STREET SE,401794.35,132950.78,38.86437431,-76.97932471,WASHINGTON,DC,20020,53080,8
5395,229 C STREET NE,399786.36,136176.83,38.89343797,-77.00246266,WASHINGTON,DC,20002,49061,6
5396,545 8TH STREET SE,400413.11,134850.16,38.88148676,-76.99523882,WASHINGTON,DC,20003,289416,6
5397,169 U STREET NE,399647.7,138772.94,38.9168246,-77.00406234,WASHINGTON,DC,20002,58106,5
5398,723 8TH STREET SE,400413.06,134738.06,38.88047692,-76.99523947,WASHINGTON,DC,20003,77857,6
5399,500 - 699 BLOCK OF KENYON STREET NW,398127.74,140238.640007,38.93002583,-77.02159286,WASHINGTON,DC,20010,806833,1
5400,1930 1ST STREET NW,398922.72,138744.12,38.91656439,-77.01242198,WASHINGTON,DC,20001,227490,5
5401,1311 GIRARD STREET NE,401116.75,139841.49,38.92644947,-76.98712112,WASHINGTON,DC,20017,68349,5
5402,459 LURAY PLACE NW,398288.99,140464.52,38.93206129,-77.01973372,WASHINGTON,DC,20010,229058,1
5403,544 HOBART PLACE NW,398095.52,139990.84,38.92779384,-77.02196377,WASHINGTON,DC,20001,237960,1
5404,1618 WISCONSIN AVENUE NW,394309.92,138163.9,38.91131981,-77.06560676,WASHINGTON,DC,20007,272894,2
5405,1023 OTIS STREET NE,400722.09,140708.97,38.93426474,-76.99167161,WASHINGTON,DC,20017,75219,5
5406,1830 M STREET NE,402012.09,137549.44,38.90580066,-76.97680235,WASHINGTON,DC,20002,55079,5
5407,735 8TH STREET SE,400405.06,134688.69,38.88003184,-76.9953317,WASHINGTON,DC,20003,78449,6
5408,2862 MCGILL TERRACE NW,395006.3,139413.45,38.9225804,-77.05758657,WASHINGTON,DC,20008,219070,3
5409,701 8TH STREET SE,400412.74,134808.03,38.88110723,-76.99524311,WASHINGTON,DC,20003,302609,6
5410,722 E STREET NE,400418.07,136492.3,38.89627977,-76.99518066,WASHINGTON,DC,20002,77808,6
5411,3073 CLEVELAND AVENUE NW,394743.88,139775.95,38.92584405,-77.06061553,WASHINGTON,DC,20008,275760,3
5412,2824 CHAIN BRIDGE ROAD NW,391687.19,140022.62,38.92804253,-77.09586938,WASHINGTON,DC,20016,224714,3
5413,7210 BLAIR ROAD NW,398155.77,145466.33,38.97711866,-77.02128365,WASHINGTON,DC,20012,250948,4
5414,100 - 199 BLOCK OF 48TH PLACE NE,405734.46998726,135922.20467457,38.8911252,-76.93390014,WASHINGTON,DC,20019,803513,7
5415,5011 14TH STREET NW,397125.97,142620.9,38.95148355,-77.0331563,WASHINGTON,DC,20011,255076,4
5416,1001 IRVING STREET NW,397707.5,140117.98,38.92893823,-77.02643911,WASHINGTON,DC,20010,231285,1
5417,516 8TH STREET SE,400467.8,134917.26,38.88209119,-76.99460846,WASHINGTON,DC,20003,12249,6
5418,406 CONSTITUTION AVENUE NE,399980.13,136037.68,38.89218448,-77.00022904,WASHINGTON,DC,20002,27199,6
5419,1505 G STREET SE,401513.2,134802.56,38.88105675,-76.98256017,WASHINGTON,DC,20003,62308,6
5420,1900 E STREET NW,396170.93,136318.18,38.89470266,-77.04413898,WASHINGTON,DC,20415,279775,2
5421,1653 BENNING ROAD NE,401763.66,136802.06,38.89906853,-76.97966845,WASHINGTON,DC,20002,58428,7
5422,1700 - 1730 BLOCK OF KALORAMA ROAD NW,396577.68999999,139238.030007,38.92100735,-77.03946467,WASHINGTON,DC,20009,812064,1
5423,428 8TH STREET SE,400460.88,135010.84,38.8829342,-76.99468816,WASHINGTON,DC,20003,24241,6
5424,3319 17TH STREET NW,396654.36,140580.86,38.93310461,-77.03858709,WASHINGTON,DC,20010,233597,1
5425,401 56TH STREET NE,406919.8,136334.06,38.89482715,-76.92023299,WASHINGTON,DC,20019,28136,7
5426,420 8TH STREET SE,400462.05,135031.55,38.88312076,-76.99467466,WASHINGTON,DC,20003,25685,6
5427,3274 15TH PLACE SE,401515.53,131008.75,38.8468802,-76.98254168,WASHINGTON,DC,20020,303521,8
5428,5425 14TH STREET NW,397128.24,143102.5,38.95582194,-77.03313213,WASHINGTON,DC,20011,304708,4
5429,4200 CATHEDRAL AVENUE NW,392800.92,140228.14,38.92990375,-77.0830272,WASHINGTON,DC,20016,224794,3
5430,422 8TH STREET SE,400462.05,135027.36,38.88308302,-76.99467466,WASHINGTON,DC,20003,149598,6
5431,1300  - 1308 BLOCK OF HOLLY STREET NW,397393.17999999,145828.680007,38.98038052,-77.03008583,WASHINGTON,DC,20012,800974,4
5432,2437 ONTARIO ROAD NW,396534.16,139416.93,38.9226191,-77.03996755,WASHINGTON,DC,20009,235750,1
5433,1525 NEWTON STREET NW,396900.55,140622.41,38.93347981,-77.03574784,WASHINGTON,DC,20010,234587,1
5434,5507 14TH STREET NW,397131.46,143226.54,38.95693933,-77.0330955,WASHINGTON,DC,20011,285221,4
5435,58 FLORIDA AVENUE NW,398990.98,138203.98,38.9116987,-77.01163409,WASHINGTON,DC,20001,236761,5
5436,1000 POTOMAC STREET NW,394353.11,137281.23,38.90336869,-77.06510152,WASHINGTON,DC,20007,273720,2
5437,4739 BROOKS STREET NE,405758.85,136079.28,38.89254037,-76.9336178,WASHINGTON,DC,20019,17721,7
5438,530 25TH PLACE NE,402447.0,136562.16,38.89690579,-76.97179174,WASHINGTON,DC,20002,10732,7
5439,IRVING STREET NW AND 15TH STREET NW,396861.39001103,140089.11700572,38.92867527,-77.03619705,WASHINGTON,DC,20009,902881,1
5440,1615 MANCHESTER LANE NW,396754.49,143754.08,38.96169024,-77.03744725,WASHINGTON,DC,20011,256326,4
5441,778 KENNEDY STREET NE,400440.43,143282.83,38.95745098,-76.99491855,WASHINGTON,DC,20011,79343,4
5442,2200 - 2270 BLOCK OF MOUNT VIEW PLACE SE,400949.60999999,132834.020007,38.86332381,-76.98905834,WASHINGTON,DC,20020,813717,8
5443,VIRGINIA AVENUE SE AND 8TH STREET SE,400436.13999835,134487.12701653,38.87821607,-76.99497363,WASHINGTON,DC,20003,904306,6
5444,2 47TH STREET NE,405630.55,135801.64,38.89004012,-76.93509899,WASHINGTON,DC,20019,53212,7
5445,1000 - 1099 BLOCK OF K STREET NE,400686.54,137184.160007,38.90251179,-76.99208516,WASHINGTON,DC,20002,812755,6
5446,1715 FORT DAVIS STREET SE,404394.54,133151.31,38.86617195,-76.94936291,WASHINGTON,DC,20020,57402,7
5447,1003 8TH STREET SE,400416.62,134458.82,38.87796141,-76.99519861,WASHINGTON,DC,20003,285742,8
5448,1400 ASPEN STREET NW,397073.29,144907.77,38.97208408,-77.03377381,WASHINGTON,DC,20012,258035,4
